id,signature,year (map),order,library,category (desc),date (desc),location (desc),extract (desc),description,hsc,catalog,digital copy,additional info,origin,radius,long,lat
lt105,"Trier, Stadtbibliothek, Hs. 688/250 8°",1405,Benediktiner,"Trier, Stadtbibliothek","Sammelhandschrift; Gebete, Traktate",15. Jh.,"St. Matthias, Trier, Benediktiner","14r-21v: bricht bei I, 30 ab","bricht am Ende ab; laut Zieger bis I, 30 
unter Beibehaltung der Reihenfolge",–,http://www.stmatthias.uni-trier.de/?l=n&s=suche&k_id=338,http://dfg-viewer.de/show/?set[mets]=http%3A%2F%2Fzimks68.uni-trier.de%2Fstmatthias%2FT0688%2FT0688-digitalisat.xml,,,,6.63200,49.73820
lt106,"Trier, Stadtbibliothek, Hs. 695/257 8°",1460,Benediktiner,"Trier, Stadtbibliothek",MH als Einzeltext,1463,"St. Maximin, Trier, Benediktiner",3r-204r: (I-V?),,–,http://www.manuscripta-mediaevalia.de/?xdbdtdn!%22hsk%200732%22&dmode=doc#|4,–,–,,,6.65070,49.76010
lt107,"Trier, Stadtbibliothek, Hs. 708/898 4°",1405,Klarissen,"Trier, Stadtbibliothek","Sammelhandschrift, u.a. theol. Texte und Seuse",15. Jh.,Klarissenkloster Trier,34r-101v: (I-V?),,–,http://www.manuscripta-mediaevalia.de/?xdbdtdn!%22hsk%200732%22&dmode=doc#|4,–,–,,,6.63650,49.75840
lt108,"Trier, Stadtbibliothek, Hs. 751/299 4°",1405,Kartäuser,"Trier, Stadtbibliothek","Sammelhandschrift, Kartäuser Dominik",15. Jh.,"Kartause St. Alban, Trier",1r-68r: (I-V?),,–,http://www.manuscripta-mediaevalia.de/?xdbdtdn!%22hsk%200732%22&dmode=doc#|4,–,–,,0.50,6.64530,49.73790
lt109,"Trier, Stadtbibliothek, Hs. 758/305 8°",1470,Benediktiner,"Trier, Stadtbibliothek",Sammelhs; neben MH noch der Text ‚Donatus spiritualis‘,1478,"St. Matthias, Trier, Benediktiner",1r-164v: (I-V?),,–,http://www.manuscripta-mediaevalia.de/?xdbdtdn!%22hsk%200732%22&dmode=doc#|4,http://dfg-viewer.de/show/?set[mets]=http%3A%2F%2Fzimks68.uni-trier.de%2Fstmatthias%2FT0758%2FT0758-digitalisat.xml,–,,,6.63200,49.73820
lt110,"Trier, Stadtbibliothek, Hs. 776/1354 8°",1470,Augustiner,"Trier, Stadtbibliothek",Sammelhs.; neben MH Traktat Michaels von Massa,3. Drittel 15. Jh.,"Eberhardsklausen, Trier, 
Augustinerchorherrenstift",1r-107v: (I-V?),,–,http://www.manuscripta-mediaevalia.de/?xdbdtdn!%22obj%2033020891%22&dmode=doc#|4,–,–,,,6.88340,49.90560
lt111,"Trier, Stadtbibliothek, Hs. 790/1364 8°",1405,Augustiner,"Trier, Stadtbibliothek",–,15. Jh.,"Eberhardsklausen, Trier, 
Augustinerchorherrenstift (?)","107r-v: evtl. aus I, 19c","Text laut Zieger zwar nicht von MH, 
kann aber aus I, 19c entwickelt sein",–,http://bilder.manuscripta-mediaevalia.de/hs//katalogseiten/HSK0732_b115_jpg.htm,–,,,,6.88340,49.90560
lt112,"Trier, Stadtbibliothek, Hs. 800/1352 8°",1480,Kartäuser,"Trier, Stadtbibliothek","MH zuerst, nachfolgenden Texte sukzessiv ergänzt",1488,"Kartause St. Alban, Trier",1r-69r: (I-V?),Hildegard von Bingen zugeschrieben,–,http://www.manuscripta-mediaevalia.de/?xdbdtdn!%22hsk%200732%22&dmode=doc#|4,–,,,0.50,6.64530,49.73790
lt113,"Trier, Stadtbibliothek, Hs. 1669/350 4°",1505,Kartäuser,"Trier, Stadtbibliothek",Sammelhandschrift,16. Jh.,Trier (Kartause St. Alban?),"58r-96v: Exzerpte (schließt mit V, 19)",im Katalog als ‚Dicta Mechtildis‘ beschrieben,–,http://www.manuscripta-mediaevalia.de/?xdbdtdn!%22hsk%200734%22&dmode=doc#|4,–,,,0.50,6.64530,49.73790
lt114,"Uppsala, Universitätsbibliothek, C 198",1475,Sonstiges,"Uppsala, Carolina Rediviva (Universitätsbibliothek)",MH als einziger Text,1472-1487,"Vadstena, Birgitten",1r-120v: (I-V?),"Schreibernennung ‚frater Andreas cristmanni‘ 
(Bei Zieger ‚custmanni‘) Andreas Kristmansson 
war Mönch in Vadstena",–,https://www.alvin-portal.org/alvin/attachment/document/alvin-record:104051/ATTACHMENT-0323.pdf,https://www.alvin-portal.org/alvin/attachment/document/alvin-record:197322/ATTACHMENT-0250.pdf,,,,14.89050,58.45100
lt115,"Uppsala, Universitätsbibliothek, C 522",1480,Sonstiges,"Uppsala, Carolina Rediviva (Universitätsbibliothek)","Hs. im 15. Jh. zusammengebunden, 
davor MH als Einzeltext",15. Jh. (nach 1476),"Vadstena, Birgitten","3r-84v: I-V, 30",Wohl dieselbe Version wie Cod. C. 198,–,https://www.alvin-portal.org/alvin/attachment/document/alvin-record:104637/ATTACHMENT-0367.pdf,–,,,,14.89050,58.45100
lt116,"Utrecht, Universitätsbibliothek, 3 F 14",1405,Kartäuser,"Utrecht, Universiteitsbibliotheek",MH als Einzeltext,14./Anfang 15. Jh.,Kartause bei Utrecht,1r-108v: (I-V?),MH als Zisterzienserin,–,–,–,,,4.00,5.07680,52.08970
lt117,"Utrecht, Universitätsbibliothek, 4 G 2",1400,Benediktiner,"Utrecht, Universiteitsbibliotheek",Neben MH Eufrasia-Vita,14./15. Jh.,"St. Paul, Utrecht, Benediktiner",1r-125r: Exzerpte,–,–,–,–,,,,5.12310,52.08930
lt118,"Vorau, Stiftsbibliothek, Cod. 166",1405,Unbekannt,"Vorau, Stiftsbibliothek",Sammelhandschrift,15. Jh.,–,164a-195a: Exzerpte,–,–,http://manuscripta.at/diglit/fank/0104?sid=b8fae0fa922b9b35ae633baed4200161,–,,,100.00,15.67830,47.37900
lt119,"Weingarten, Klosterbibliothek, K 118 12°",,Unbekannt,"Weingarten, Klosterbibliothek",MH als Einzeltext (?),–,–,–,–,–,http://digital.ub.uni-duesseldorf.de/ihd/content/pageview/1069529,–,,,80.00,9.61480,47.94950
lt120,"Wien, Österreichisxhe Nationalbibliothek, Cod. 13795",1455,Sonstiges,"Wien, Österreichische Nationalbibliothek","Sammelhandschrift; Viten, MH und Margareta contracta",15. Jh. (1451),"Böddeken (bei Paderborn), Chorherrenstift",2a-77b: (I-V?),–,–,"
http://manuscripta.at/m1/hs_detail.php?ID=6894
",–,,,,8.68340,51.60020
lt121,"Wien, Österreichisxhe Nationalbibliothek, Cod. 4224",1485,Benediktiner,"Wien, Österreichische Nationalbibliothek","Sammelhandschrift; Visionen, darunter Birgitta, 
Katharina, Hildegard etc.",1483/1490,"Werden/Donauwörth (?), Benediktiner",2ra-82vb: (I-V?),"mit Inhaltsverzeichnis und Register;
Schreiber ‚Michael Steinbrunner‘",–,http://manuscripta.at/_scripts/php/cat2pdf.php?cat=CMDA3&ms_code=AT8500-4224,–,,,,10.77410,48.71910
lt129,"Wolfenbüttel, Herzog August Bibliothek, Cod. 422 Helmst.",1445,Benediktiner,"Wolfenbüttel, Herzog August Bibliothek","Sammelhandschrift (Konrad von Brundelsheim, Gerard van Vliederhoven, Dietrich Engelhus)",ca. 1445 (MH-Teil),"Clus, Benediktiner (MH-Teil)","107rb: V, 16","der erste Teil der Hs. wurde 1409 in Erfurt verfasst; MH-Abschnitt auch in Berlin, Ms. theol. lat. oct. 176",https://handschriftencensus.de/17108,https://diglib.hab.de/?db=mss&list=ms&id=422-helmst&catalog=Lesser&hi=hackeborn; http://diglib.hab.de/drucke/15-4f-10-1b-1/start.htm,https://diglib.hab.de/mss/422-helmst/start.htm,,lt17,,10.01200,51.88410
lt122,"Wolfenbüttel, Herzog August Bibliothek, Cod. 1003 Helmst.",1370,Benediktiner,"Wolfenbüttel, Herzog August Bibliothek",‚komplett‘,1370,"Erfurt, St. Peter und Paul, Benediktiner","I-VII (aber ohne Buch VI der Edition, stattdessen wurde 
Buch VI der Handschrift in der Edition zu Buch VII)   
zusätzlich 203v-204r: I, 43 (steht zwischen anderen 
Gebeten)","Textgrundlage der Solesmer Edition; zur Provenienz vgl. Eifler (2019), S. 318f.
",–,http://diglib.hab.de/drucke/15-4f-10-1b-3/start.htm,–,,,,11.02110,50.97880
lt123,"Wolfenbüttel, Herzog August Bibliothek, Cod. 1261 Helmst.",1400,Unbekannt,"Wolfenbüttel, Herzog August Bibliothek",nd.-lat. Gebetbuch,14./15. Jh.,niederdeutsches Kloster,"98r-99v: I, 47",,http://handschriftencensus.de/16941;,http://diglib.hab.de/drucke/15-4f-10-1b-3/start.htm,–,–,,200.00,10.50820,52.69280
lt124,"Wolfenbüttel, Herzog August Bibliothek, Cod. 1387 Helmst.",1520,Augustiner,"Wolfenbüttel, Herzog August Bibliothek","Lat. Gebetbuch, vereinzelt nd.",1520,"Stift Steterburg, Augustiner-Chorfrauen","27r: I, 5b (Abschnitt)
 28v: I, 5d (Abschnitt)
 113r-v: V, 6 (Abschnitt) 
181r: I, 18c (Abschnitt); in allen vier Exzerpten lediglich Gebete",,http://handschriftencensus.de/17229,http://diglib.hab.de/drucke/15-4f-10-1b-3/start.htm,–,–,,,10.47400,52.19360
lt125,"Wolfenbüttel, Herzog August Bibliothek, Cod. 1405 Helmst.",1575,Zisterzienser,"Wolfenbüttel, Herzog August Bibliothek",Gebetbuch,1572,"Wöltingerode, Zisterzienserinnen","30v: I, 5b (Teil)
106r: I, 19e
162r: I, 26b (aber mit Ergänzungen nicht von MH)",,–,http://diglib.hab.de/drucke/15-4f-10-1b-3/start.htm,–,–,,,10.53880,51.95950
lt126,"Wolfenbüttel, Herzog August Bibliothek, Cod.  62.17  8° Aug.",1470,Unbekannt,"Wolfenbüttel, Herzog August Bibliothek","Nicolaus Salicetus, Antidotarius animae; darin einige 
Gebtstexte, u.a. MH",15. Jh.,Norddeutschland (aufgrund der niederdeutschen Gebete); Diözese Hildesheim (?) ,"56v: IV, 56 (2. Absatz); V, 6 (1. Teil)",ähnlicher Einbandstempel wie Cod. Guelf. 1155 Helmst. und Cod. Guelf. 1183 Helmst.,–,http://diglib.hab.de/drucke/f4f-539-8/start.htm,–,,,50.00,10.78960,53.09540
lt127a,"Würzburg, Universitätsbibliothek, M. ch. q. 170",1475,Kartäuser,"Würzburg, Universitätsbibliothek","Sammelhandschrift; MH als Haupttext, danach dt. Texte",2. Hälfte 15. Jh.,"Kartause (Rest unleserlich, Erfurt?); vermutlich 
Ostmitteldeutschland; später Kartause Engelgarten (Würzburg)","2r-137v: (hier aber nach V, 30 noch V, 31); insgesamt 
stark abweichend, anscheinend aber auch Kapitel aus 
Buch VI","Kapitel V, 31 passt eig. nicht zur Gruppe B; 
Text aus Ostmitteldeutschland",http://handschriftencensus.de/17430,http://bilder.manuscripta-mediaevalia.de/hs//katalogseiten/HSK0243_b173_jpg.htm,–,,,10.00,11.02700,50.97100
lt127b,"Würzburg, Universitätsbibliothek, M. ch. q. 170",1630,Kartäuser,"Würzburg, Universitätsbibliothek","Sammelhandschrift; MH als Haupttext, danach dt. Texte",2. Hälfte 15. Jh.,"Kartause (Rest unleserlich, Erfurt?); vermutlich 
Ostmitteldeutschland; später Kartause Engelgarten (Würzburg)","2r-137v: (hier aber nach V, 30 noch V, 31); insgesamt 
stark abweichend, anscheinend aber auch Kapitel aus 
Buch VI","Kapitel V, 31 passt eig. nicht zur Gruppe B; 
Text aus Ostmitteldeutschland",http://handschriftencensus.de/17430,http://bilder.manuscripta-mediaevalia.de/hs//katalogseiten/HSK0243_b173_jpg.htm,–,,lt127a,,10.01270,49.82650
lt128,Privatbesitz Auktionshaus Salloch (1970),1525,Unbekannt,,unbekannt,1528,–,wsl. Buch I-V,Verbleib unbekannt,–,–,–,,,,,
